#List of SDSS AGN from DR7 that are found in HSC survey, with their magnitudes 
#created on Feb 2, 2019
#code at https://github.com/nevencaplar/Variability/tree/master/HSC 
#@Neven Caplar, Princeton University 
#ncaplar@princeton.edu
# 
#ra (SDSS) 
#dec (SDSS) 
#Delta g-band (g-band SDSS minus g_psfflux_mag (HSC))  
#Delta g-band err (sqrt(Delta g-band err**2+g_psfflux_magsigma (HSC)**2)) 
#g-band (SDSS) 
#g-band err (SDSS)  
#r-band (SDSS)  
#r-band err (SDSS) 
#i-band (SDSS) 
#i-band err (SDSS)  
#ra (HSC)  
#dec (HSC)  
#g_cmodel_mag (HSC)  
#g_cmodel_magsigma (HSC)  
#r_cmodel_mag (HSC)  
#r_cmodel_magsigma (HSC)  
#i_cmodel_mag (HSC) 
# i_cmodel_magsigma (HSC)  
#g_psfflux_mag (HSC)  
# g_psfflux_magsigma (HSC) 
#r_psfflux_mag (HSC) 
#r_psfflux_magsigma (HSC) 
#i_psfflux_mag (HSC) 
#i_psfflux_magsigma (HSC) 
#object_id (HSC) 
  
0.02722,0.515341,0.0417467,0.03802512,20.324,0.038,20.093,0.041,20.042,0.121,0.027217887,0.5153451,20.280323,0.0014670914,20.273754,0.0013479099,20.07159,0.0011084412,20.282253,0.0013819106,20.271421,0.0013236768,20.072392,0.0011004518,41645665054383856
0.0339,0.276301,-0.0912685,0.032019638,19.941,0.032,19.485,0.032,19.178,0.068,0.03391549,0.2763142,20.033905,0.0012052181,19.782574,0.00096397335,19.269001,0.0006285788,20.032269,0.0011212603,19.76217,0.000949195,19.268171,0.00062489597,41645656464458512
0.04984,0.040365,0.3126956,0.019003354,17.995,0.019,17.934,0.014,17.873,0.029,0.049837284,0.040376607,17.66916,0.00035765613,nan,nan,nan,nan,17.682304,0.0003569942,18.08347,0.00076906325,18.000391,0.00047522914,41645652169487184
0.0511,-0.539047,-0.2009942,0.028052777,20.247,0.028,20.135,0.037,20.367,0.16,0.051086005,-0.5390418,20.44947,0.0018816304,20.163338,0.001317421,20.108034,0.0012317471,20.447994,0.0017199741,20.168938,0.0012982534,20.118156,0.0012234953,40576948342123440
0.0575,-0.913001,-0.3442942,0.027117783,20.058,0.027,19.592,0.03,19.459,0.075,0.057514008,-0.9129956,20.374018,0.0027744328,20.205341,0.0018204703,19.609337,0.0012688343,20.402294,0.0025247028,20.211226,0.001823927,19.621027,0.001259105,40576939752187664
0.06177,-1.1752,-0.3661019,0.022099407,19.313,0.022,19.138,0.025,19.164,0.062,0.06176137,-1.1752081,19.681084,0.0022657188,19.558018,0.0016627202,19.449577,0.001989483,19.679102,0.0020937577,19.533405,0.0016340056,19.44374,0.001964631,40576935457214192
0.0645,0.879677,0.5015353,0.022009503,19.531,0.022,19.188,0.036,19.118,0.062,0.06450473,0.87969387,19.029654,0.0006810548,19.097761,0.0006652046,18.88567,0.00046071163,19.029465,0.0006467315,19.098642,0.00065219036,18.887691,0.00045779272,41645673644319984
0.0685,-0.309277,-0.6211365,0.021005047,17.811,0.021,17.695,0.023,17.594,0.024,0.06846828,-0.3092724,18.420744,0.0004625845,18.236153,0.00049918087,nan,nan,18.432137,0.00046043712,18.24975,0.00050033006,17.830803,0.00056339987,40576952637098448
0.0745,0.436838,-0.2727537,0.031026416,19.849,0.031,19.634,0.03,19.596,0.083,0.07453431,0.43684593,20.041357,0.0012807344,19.98373,0.00113682,19.713308,0.0010317808,20.121754,0.0012800153,20.182404,0.0011771685,19.942638,0.0010676926,41645660759422520
0.1266,-0.459003,-0.4242488,0.026131611,20.13,0.026,19.823,0.03,19.705,0.09,0.12659106,-0.45900336,20.52969,0.0028166792,20.427477,0.0015302385,20.14306,0.0012459969,20.554249,0.0026193657,20.493332,0.0015294326,20.213247,0.0012603134,40576815198133592
0.1328,1.051464,-0.3657014,0.020028543,19.636,0.02,19.586,0.03,19.558,0.083,0.13280104,1.0514648,20.018965,0.0011370598,19.653122,0.0010014628,19.78675,0.00083499646,20.001701,0.0010688859,19.65456,0.0009837945,19.770014,0.0008310366,41645540500332672
