#List of SDSS AGN from DR7 that are found in HSC survey, with their magnitudes 
#Difference between HSC and SDSS larger than 1 mag 
#Within Magellan footprint 
#created on Mar 17, 2019
#code at https://github.com/nevencaplar/Variability/tree/master/HSC 
#@Neven Caplar, Princeton University 
#ncaplar@princeton.edu
# 
#SDSS ID 
#ra (SDSS) 
#dec (SDSS) 
#redshift 
#Delta g-band (g-band psf SDSS magnitude - g_psfflux_mag (HSC))  
#Delta g-band err (sqrt(g-band psf err (SDSS)**2+g_psfflux_magsigma (HSC)**2)) 
#g-band (SDSS - all SDSS magnitudes are psf magnitudes) 
#g-band err (SDSS)  
#r-band (SDSS)  
#r-band err (SDSS) 
#i-band (SDSS) 
#i-band err (SDSS)  
#ra (HSC)  
#dec (HSC)  
#g_cmodel_mag (HSC)  
#g_cmodel_magsigma (HSC)  
#r_cmodel_mag (HSC)  
#r_cmodel_magsigma (HSC)  
#i_cmodel_mag (HSC) 
# i_cmodel_magsigma (HSC)  
#g_psfflux_mag (HSC)  
# g_psfflux_magsigma (HSC) 
#r_psfflux_mag (HSC) 
#r_psfflux_magsigma (HSC) 
#i_psfflux_mag (HSC) 
#i_psfflux_magsigma (HSC) 
#object_id (HSC) 
  
100202.77+022434.6,150.5,2.409616,0.9877,-1.0415881,0.024211118,20.305,0.024,20.11,0.027,20.332,0.045,150.51157,2.409612,21.323545,0.0032856793,20.996145,0.0027141513,21.33443,0.0022165002,21.346588,0.0031903393,21.019127,0.0026450623,21.389828,0.0022177424,43158464205190616
100356.77+033801.1,151.0,3.633653,1.3416,-1.0911201,0.022127137,19.489,0.022,19.223,0.018,19.239,0.018,150.98656,3.6336648,20.57169,0.00236858,19.925331,0.0015138448,19.946701,0.0012364791,20.58012,0.0023685799,19.93203,0.0015014823,19.95014,0.0012292742,44222374849037256
100543.42-005559.9,151.4,-0.933308,1.7124,-1.1479365,0.021043714,18.985,0.021,18.983,0.015,18.717,0.018,151.43094,-0.9333182,20.140858,0.0014507639,19.973866,0.0012735142,19.674126,0.0008466065,20.132936,0.0013557047,19.972195,0.0012431778,19.67414,0.00084148406,41025265618414064
100638.33+011759.2,151.6,1.299783,0.5082,-1.0506943,0.032144055,20.252,0.032,20.19,0.026,19.88,0.03,151.65976,1.2997786,21.21091,0.0030442523,20.717312,0.002175925,20.244284,0.0013120812,21.302694,0.0030397659,20.901848,0.0022249443,20.511055,0.001367574,42093870661524848
100734.86+010713.6,151.9,1.120452,1.4656,-1.108746,0.031145563,20.388,0.031,20.359,0.034,20.172,0.049,151.8953,1.1204486,21.501856,0.003194682,20.754238,0.0018293923,20.71157,0.0013058521,21.496746,0.0030076676,20.756586,0.0017926929,20.714855,0.0012975329,42099226485745904
101000.05+001822.7,152.5,0.306311,0.605,-1.1049885,0.018019605,18.093,0.018,18.203,0.014,17.939,0.017,152.5002,0.30631697,19.186539,0.00093978987,19.011095,0.00069066795,18.508368,0.00037091164,19.197989,0.0008403556,19.051872,0.0006903825,18.559528,0.00037397898,42098659550057928
113416.81-001902.3,173.6,-0.317331,0.3558,-1.2890283,0.024040068,19.479,0.024,19.001,0.015,18.799,0.02,173.57004,-0.3173373,20.249916,0.0012563367,19.085238,0.00070483325,18.67237,0.0013170441,20.768028,0.0013873853,19.461918,0.00073583954,19.446054,0.0015426858,41091386639939128
113453.52+013947.2,173.8,1.663122,0.9843,-1.0693247,0.01608347,18.76,0.016,18.621,0.019,18.72,0.018,173.72304,1.6631238,19.833855,0.001722568,19.490927,0.00173577,19.721,0.0014854684,19.829325,0.0016364575,19.481354,0.0014220804,19.737856,0.0014831111,43229228086350656
115403.00+003154.0,178.5,0.531668,0.4481,-1.2128294,0.044021405,19.327,0.044,19.417,0.045,19.103,0.037,178.51251,0.5316618,19.68494,0.0012253997,19.179491,0.0012467871,18.808887,0.00067700347,20.53983,0.0013726729,20.286186,0.0014939479,19.956963,0.00080840534,42172880879912720
115449.42+013443.5,178.8,1.578754,0.469,-1.0910153,0.01802642,18.02,0.018,17.923,0.018,17.722,0.014,178.70593,1.5787754,19.083961,0.0009730805,18.855923,0.0010282291,18.594296,0.00061738223,19.111015,0.00097561517,18.886463,0.0010283028,18.63081,0.0006184826,43242009909024600
120357.26+011630.6,181.0,1.275191,1.1496,-1.3507603,0.03601444,18.45,0.036,18.197,0.016,18.224,0.017,180.9886,1.2752061,19.79802,0.0010306485,19.479452,0.0008755735,19.574669,0.0008580786,19.80076,0.0010197578,19.49091,0.0008735526,19.577682,0.00085215346,42182106469657952
120710.25+000806.1,181.8,0.135053,0.3833,-1.5021489,0.029075325,19.897,0.029,19.18,0.027,18.86,0.035,181.79271,0.13506702,19.511244,0.0015074359,18.519066,0.00084713317,18.063217,0.000614905,21.399149,0.0020915337,20.557316,0.0012853126,20.153229,0.00092087674,42186891063227424
121033.30-011755.6,182.6,-1.298785,0.5421,-1.19551,0.020024415,18.453,0.02,18.531,0.016,18.388,0.018,182.6388,-1.298779,19.617722,0.0010061669,19.661068,0.0010080688,19.453514,0.0006834966,19.64851,0.0009885185,19.701435,0.0010050262,19.519999,0.0006890924,41117616005214240
121625.03+002454.9,184.1,0.415263,0.7853,-1.1823604,0.02006316,19.714,0.02,19.568,0.019,19.811,0.026,184.10431,0.41526175,20.882816,0.0016348439,20.866608,0.0019682816,20.94646,0.0017494404,20.89636,0.0015907194,20.884125,0.0019531606,20.975517,0.0017464751,42190743648893960
121658.95+001153.7,184.2,0.198259,1.1799,-1.3325123,0.018099345,19.298,0.018,19.128,0.02,19.115,0.024,184.24565,0.19827634,20.628063,0.0019616005,20.202866,0.0014432045,20.33236,0.0011079292,20.630512,0.0018937595,20.209553,0.0014252029,20.334671,0.0011002226,42190601914969912
122638.66-001114.0,186.6,-0.187247,0.6427,-1.5534661,0.017037297,18.543,0.017,18.746,0.018,18.729,0.021,186.66115,-0.18724953,19.973827,0.0010969806,20.300232,0.0015384753,19.81181,0.0009048036,20.096466,0.0011267095,20.600174,0.0016046163,20.171116,0.00095569494,41131110792456632
122641.42-002005.0,186.6,-0.334741,0.3534,-1.7423085,0.025054077,19.047,0.025,18.936,0.023,18.97,0.019,186.67264,-0.33473843,20.544586,0.0015582328,19.581432,0.0011346452,19.415983,0.00087921537,20.789309,0.0016452317,20.194746,0.0012543905,20.13853,0.0009904335,41131106497489792
